case_reference,referral_date,clean_summary,summary,Service,keyword_group,tier_1,tier_2,Tier_2_full_names,tier2_consolidated_description,num_tier_1,num_tier_2,summary_length,summary_word_count,keywords_list,sample_weight,label_issue_count,has_label_issue,cleanlab_issue_count,cleanlab_avg_quality,cleanlab_min_quality,cleanlab_has_issue
CFPB-2025-01169,2025-11-25,Company has closed consumer's account and refuses further communication,"Consumer summary:
I am seeking resolution for missing statements with American Express on my money transfer or virtual currency. The company has failed to honor their commitments and obligations. Multiple complaints to their customer service department have gone unresolved. I have exhausted all internal dispute mechanisms with no satisfactory outcome.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to missing statements which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Money transfer or virtual currency,"['Account management', 'Consumer protection']",Account management,"Missing statements, Unauthorized account opening, Unable to access funds","Statements not received or accessible online, Account opened without consumer authorization, Funds frozen or held without explanation",Missing statements Unauthorized account opening Unable to access funds,1,3,813,109,"['Missing statements', 'Unauthorized account opening', 'Unable to access funds']",1.651947706447144,0,False,0,0.9140236014604921,0.8378103876438203,False
CFPB-2025-01170,2025-07-20,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
I am filing this complaint regarding Wells Fargo's handling of my money transfer or virtual currency. The abusive contact problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Money transfer or virtual currency,"['Debt collection', 'Consumer protection']",Debt collection,Abusive contact,Harassment or threatening communication from collector,Abusive contact,1,1,819,111,['Abusive contact'],1.375234154096407,2,True,1,0.9043905878139794,0.4852235442730711,True
CFPB-2025-01171,2025-02-27,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
After discovering payment not posted on my mortgage with Portfolio Recovery, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Mortgage,"['Payment processing', 'Consumer protection']",Payment processing,Payment not posted,Payment made but not reflected in account,Payment not posted,1,1,791,106,['Payment not posted'],1.61776779486883,2,True,2,0.8736879062238713,0.5772706217453757,True
CFPB-2025-01172,2024-02-28,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
Synchrony has violated my rights as a consumer regarding my credit card or prepaid card. Investigation not conducted occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of investigation not conducted. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Credit card or prepaid card,"['Credit reporting', 'Consumer protection']",Credit reporting,"Investigation not conducted, Inaccurate information reported","Company failed to investigate consumer dispute, Incorrect or outdated information on credit report",Investigation not conducted Inaccurate information reported,1,2,836,114,"['Investigation not conducted', 'Inaccurate information reported']",1.943010435792809,2,True,1,0.9074017733730623,0.5635017304503549,True
CFPB-2025-01173,2024-02-08,Company offered settlement but consumer finds it inadequate,"Consumer summary:
I am seeking resolution for excessive interest with FedLoan Servicing on my credit card or prepaid card. The company has failed to honor their commitments and obligations. Multiple complaints to their customer service department have gone unresolved. I have exhausted all internal dispute mechanisms with no satisfactory outcome.

Provider response:
Company offered settlement but consumer finds it inadequate

Resolution requested by consumer:
Provide full refund for unauthorized or disputed charges

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Credit card or prepaid card,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Excessive interest, Unjustified penalties, Fee dispute unresolved","Interest rate increased without proper notification, Penalty charges applied incorrectly or excessively, Fee dispute raised but not resolved by company",Excessive interest Unjustified penalties Fee dispute unresolved,1,3,755,102,"['Excessive interest', 'Unjustified penalties', 'Fee dispute unresolved']",1.821976293394599,0,False,2,0.9398579702798038,0.20389726003050293,True
CFPB-2025-01174,2025-03-28,Company has closed consumer's account and refuses further communication,"Consumer summary:
This complaint concerns payment not posted with Capital One. My mortgage has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Complaint filed regarding mortgage account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Mortgage,"['Payment processing', 'Consumer protection']",Payment processing,"Payment not posted, Autopay malfunction, Misapplied payment","Payment made but not reflected in account, Automatic payment failed or charged incorrectly, Payment applied to wrong account or balance",Payment not posted Autopay malfunction Misapplied payment,1,3,812,106,"['Payment not posted', 'Autopay malfunction', 'Misapplied payment']",0.588307983680054,0,False,0,0.8664018277796446,0.3992133278295508,False
CFPB-2025-01175,2025-04-19,Company has closed consumer's account and refuses further communication,"Consumer summary:
My experience with USAA regarding my consumer loan has been extremely frustrating. Excessive interest has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Provide detailed explanation and documentation of all actions taken

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Consumer loan,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Excessive interest, Fee dispute unresolved, Undisclosed fees","Interest rate increased without proper notification, Fee dispute raised but not resolved by company, Fees charged without prior disclosure or consent",Excessive interest Fee dispute unresolved Undisclosed fees,1,3,760,99,"['Excessive interest', 'Fee dispute unresolved', 'Undisclosed fees']",0.914379139080296,1,True,0,0.9716419208052762,0.7786843705160787,False
CFPB-2025-01176,2025-12-29,Company provided generic response without addressing specific concerns,"Consumer summary:
Huntington Bank has mishandled my checking or savings account account resulting in monitoring failure. When I discovered this problem, I contacted them immediately but was given the runaround. Different departments blamed each other and no one took responsibility. The situation has deteriorated due to their incompetence and lack of action.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Checking or savings account,"['Credit reporting', 'Consumer protection']",Credit reporting,"Monitoring failure, Inaccurate information reported, Investigation not conducted","Credit monitoring service failed to alert consumer, Incorrect or outdated information on credit report, Company failed to investigate consumer dispute",Monitoring failure Inaccurate information reported Investigation not conducted,1,3,787,105,"['Monitoring failure', 'Inaccurate information reported', 'Investigation not conducted']",1.119026823459794,0,False,2,0.8866121911400091,0.3671682589217998,True
CFPB-2025-01177,2025-01-05,Company offered settlement but consumer finds it inadequate,"Consumer summary:
I am filing this complaint regarding Ally Bank's handling of my credit reporting. The validation not provided problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company offered settlement but consumer finds it inadequate

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to validation not provided which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Credit reporting,"['Debt collection', 'Consumer protection']",Debt collection,"Validation not provided, Abusive contact","Debt validation requested but not provided, Harassment or threatening communication from collector",Validation not provided Abusive contact,1,2,825,110,"['Validation not provided', 'Abusive contact']",1.923650921266594,1,True,0,0.8661196640003948,0.3253363575651219,False
CFPB-2025-01178,2023-03-04,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
I purchased/opened credit card or prepaid card with Capital One expecting professional service. Instead, I encountered fraudulent charges that the company refuses to properly address. Their customer service is inadequate, their policies are unclear, and their resolution process is broken. I am left with no option but to file this formal complaint.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to fraudulent charges which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Credit card or prepaid card,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,Fraudulent charges,Unauthorized charges not removed from account,Fraudulent charges,1,1,835,116,['Fraudulent charges'],1.236157738640192,2,True,1,0.9197475185425635,0.7268871167731517,True
CFPB-2025-01179,2024-05-26,Company has closed consumer's account and refuses further communication,"Consumer summary:
My experience with American Express regarding my money transfer or virtual currency has been extremely frustrating. Excessive interest has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Compensate for damages caused by company's mishandling

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Money transfer or virtual currency,"['Fees and charges', 'Consumer protection']",Fees and charges,"Excessive interest, Unjustified penalties","Interest rate increased without proper notification, Penalty charges applied incorrectly or excessively",Excessive interest Unjustified penalties,1,2,786,100,"['Excessive interest', 'Unjustified penalties']",1.867489629814372,0,False,2,0.8537840545784238,0.03462329688965821,True
CFPB-2025-01180,2024-05-07,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
After discovering account closure denied on my credit card or prepaid card with USAA, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Credit card or prepaid card,"['Account management', 'Consumer protection']",Account management,"Account closure denied, Missing statements","Unable to close account despite multiple requests, Statements not received or accessible online",Account closure denied Missing statements,1,2,832,111,"['Account closure denied', 'Missing statements']",1.361073099026907,2,True,2,0.9711674627135992,0.35250900031813015,True
CFPB-2025-01181,2023-04-12,Company provided generic response without addressing specific concerns,"Consumer summary:
FedLoan Servicing has mishandled my debt collection account resulting in fraudulent charges. When I discovered this problem, I contacted them immediately but was given the runaround. Different departments blamed each other and no one took responsibility. The situation has deteriorated due to their incompetence and lack of action.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of fraudulent charges. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Debt collection,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,"Fraudulent charges, Identity theft not resolved, Account breach","Unauthorized charges not removed from account, Identity theft reported but company not cooperating, Account accessed by unauthorized party",Fraudulent charges Identity theft not resolved Account breach,1,3,801,106,"['Fraudulent charges', 'Identity theft not resolved', 'Account breach']",1.278565997279989,0,False,2,0.9600922255329916,0.5255163995085835,True
CFPB-2025-01182,2023-12-28,Company states they followed all applicable laws and regulations,"Consumer summary:
I purchased/opened money transfer or virtual currency with Chase expecting professional service. Instead, I encountered unjustified penalties that the company refuses to properly address. Their customer service is inadequate, their policies are unclear, and their resolution process is broken. I am left with no option but to file this formal complaint.

Provider response:
Company states they followed all applicable laws and regulations

Resolution requested by consumer:
Provide full refund for unauthorized or disputed charges

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of unjustified penalties. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Money transfer or virtual currency,"['Fees and charges', 'Consumer protection']",Fees and charges,Unjustified penalties,Penalty charges applied incorrectly or excessively,Unjustified penalties,1,1,818,111,['Unjustified penalties'],1.674836377278902,0,False,2,0.9390097123642158,0.43888344688692943,True
CFPB-2025-01183,2024-06-03,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
I purchased/opened student loan with Nelnet expecting professional service. Instead, I encountered abusive contact that the company refuses to properly address. Their customer service is inadequate, their policies are unclear, and their resolution process is broken. I am left with no option but to file this formal complaint.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Student loan,"['Debt collection', 'Consumer protection']",Debt collection,"Abusive contact, Validation not provided, Unauthorized disclosure","Harassment or threatening communication from collector, Debt validation requested but not provided, Debt information disclosed to unauthorized parties",Abusive contact Validation not provided Unauthorized disclosure,1,3,833,113,"['Abusive contact', 'Validation not provided', 'Unauthorized disclosure']",0.641781530717864,1,True,0,0.8727857855039363,0.09032125207316637,False
CFPB-2025-01184,2024-07-11,Company refuses to provide documentation requested by consumer,"Consumer summary:
My experience with KeyBank regarding my money transfer or virtual currency has been extremely frustrating. Missing statements has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Update credit report to reflect accurate information

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to missing statements which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Money transfer or virtual currency,"['Account management', 'Consumer protection']",Account management,Missing statements,Statements not received or accessible online,Missing statements,1,1,803,104,['Missing statements'],0.760509804920079,1,True,1,0.9426540190424787,0.4591968687946285,True
CFPB-2025-01185,2025-08-02,Company provided generic response without addressing specific concerns,"Consumer summary:
Great Lakes has violated my rights as a consumer regarding my credit card or prepaid card. Unauthorized disclosure occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Cease all contact and remove negative reporting

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Credit card or prepaid card,"['Debt collection', 'Consumer protection']",Debt collection,"Unauthorized disclosure, Validation not provided, False debt claims","Debt information disclosed to unauthorized parties, Debt validation requested but not provided, Collector claiming debt not owed by consumer",Unauthorized disclosure Validation not provided False debt claims,1,3,780,102,"['Unauthorized disclosure', 'Validation not provided', 'False debt claims']",1.587602088335101,1,True,0,0.8782390812687811,0.33438560431871156,False
CFPB-2025-01186,2024-01-19,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
I am seeking resolution for unjustified penalties with Fifth Third Bank on my checking or savings account. The company has failed to honor their commitments and obligations. Multiple complaints to their customer service department have gone unresolved. I have exhausted all internal dispute mechanisms with no satisfactory outcome.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Complaint filed regarding checking or savings account account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Checking or savings account,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Unjustified penalties, Undisclosed fees","Penalty charges applied incorrectly or excessively, Fees charged without prior disclosure or consent",Unjustified penalties Undisclosed fees,1,2,838,111,"['Unjustified penalties', 'Undisclosed fees']",1.005711141931113,0,False,0,0.8980958187938073,0.49217008013901736,False
CFPB-2025-01187,2025-12-10,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
My experience with Synchrony regarding my consumer loan has been extremely frustrating. Validation not provided has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Compensate for damages caused by company's mishandling

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Consumer loan,"['Debt collection', 'Consumer protection']",Debt collection,"Validation not provided, False debt claims","Debt validation requested but not provided, Collector claiming debt not owed by consumer",Validation not provided False debt claims,1,2,758,100,"['Validation not provided', 'False debt claims']",0.879175230342572,0,False,1,0.8604794797476716,0.13679006883354647,True
CFPB-2025-01188,2023-06-12,Company claims no record of consumer's previous complaints exists,"Consumer summary:
Ally Bank has mishandled my checking or savings account account resulting in identity theft not resolved. When I discovered this problem, I contacted them immediately but was given the runaround. Different departments blamed each other and no one took responsibility. The situation has deteriorated due to their incompetence and lack of action.

Provider response:
Company claims no record of consumer's previous complaints exists

Resolution requested by consumer:
Update credit report to reflect accurate information

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Checking or savings account,"['Fraud and security', 'Consumer protection', 'Security and fraud']",Fraud and security,Identity theft not resolved,Identity theft reported but company not cooperating,Identity theft not resolved,1,1,799,107,['Identity theft not resolved'],1.51645162464127,1,True,1,0.9329373653745657,0.703908011498809,True
CFPB-2025-01189,2024-06-17,Company provided generic response without addressing specific concerns,"Consumer summary:
Midland Credit has mishandled my credit card or prepaid card account resulting in excessive interest. When I discovered this problem, I contacted them immediately but was given the runaround. Different departments blamed each other and no one took responsibility. The situation has deteriorated due to their incompetence and lack of action.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Credit card or prepaid card,"['Fees and charges', 'Consumer protection']",Fees and charges,"Excessive interest, Unjustified penalties","Interest rate increased without proper notification, Penalty charges applied incorrectly or excessively",Excessive interest Unjustified penalties,1,2,806,105,"['Excessive interest', 'Unjustified penalties']",0.568602539692312,0,False,0,0.9846742645529509,0.30450552628756544,False
CFPB-2025-01190,2024-01-28,Company states they followed all applicable laws and regulations,"Consumer summary:
This complaint concerns unauthorized disclosure with Portfolio Recovery. My money transfer or virtual currency has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company states they followed all applicable laws and regulations

Resolution requested by consumer:
Compensate for damages caused by company's mishandling

Information provided by the CFPB:
Complaint filed regarding money transfer or virtual currency account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Money transfer or virtual currency,"['Debt collection', 'Consumer protection']",Debt collection,"Unauthorized disclosure, Validation not provided","Debt information disclosed to unauthorized parties, Debt validation requested but not provided",Unauthorized disclosure Validation not provided,1,2,865,113,"['Unauthorized disclosure', 'Validation not provided']",0.515339276607628,1,True,2,0.9379894963834896,0.33040984887636154,True
CFPB-2025-01191,2025-04-23,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
I purchased/opened payday loan or personal loan with Chase expecting professional service. Instead, I encountered false debt claims that the company refuses to properly address. Their customer service is inadequate, their policies are unclear, and their resolution process is broken. I am left with no option but to file this formal complaint.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Complaint filed regarding payday loan or personal loan account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Payday loan or personal loan,"['Debt collection', 'Consumer protection']",Debt collection,"False debt claims, Validation not provided","Collector claiming debt not owed by consumer, Debt validation requested but not provided",False debt claims Validation not provided,1,2,838,117,"['False debt claims', 'Validation not provided']",1.327367088003271,0,False,0,0.9130411483487626,0.3754246823441975,False
CFPB-2025-01192,2023-12-08,Company has closed consumer's account and refuses further communication,"Consumer summary:
I am filing this complaint regarding Chase's handling of my payday loan or personal loan. The dispute not processed problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Complaint filed regarding payday loan or personal loan account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Payday loan or personal loan,"['Credit reporting', 'Consumer protection']",Credit reporting,Dispute not processed,Dispute submitted but not properly handled,Dispute not processed,1,1,838,113,['Dispute not processed'],0.946072475915619,1,True,2,0.9225464773463578,0.05736450643711018,True
CFPB-2025-01193,2024-07-01,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
After discovering autopay malfunction on my credit reporting with TransUnion, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Credit reporting,"['Payment processing', 'Consumer protection']",Payment processing,Autopay malfunction,Automatic payment failed or charged incorrectly,Autopay malfunction,1,1,811,103,['Autopay malfunction'],1.014134642447329,0,False,1,0.9269917069147572,0.33390962090355325,True
CFPB-2025-01194,2024-05-29,Company refuses to provide documentation requested by consumer,"Consumer summary:
I am filing this complaint regarding Huntington Bank's handling of my consumer loan. The data compromise problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Provide detailed explanation and documentation of all actions taken

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to data compromise which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Consumer loan,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,"Data compromise, Identity theft not resolved, Fraudulent charges","Personal data compromised due to company breach, Identity theft reported but company not cooperating, Unauthorized charges not removed from account",Data compromise Identity theft not resolved Fraudulent charges,1,3,824,110,"['Data compromise', 'Identity theft not resolved', 'Fraudulent charges']",1.707911036397505,2,True,2,0.9838798614366067,0.5291505468605406,True
CFPB-2025-01195,2024-07-02,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
Portfolio Recovery has violated my rights as a consumer regarding my debt collection. Excessive interest occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Debt collection,"['Fees and charges', 'Consumer protection']",Fees and charges,Excessive interest,Interest rate increased without proper notification,Excessive interest,1,1,770,104,['Excessive interest'],1.260454883415656,1,True,0,0.966184256305427,0.9617161015018562,False
CFPB-2025-01196,2024-09-13,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
I purchased/opened student loan with Synchrony expecting professional service. Instead, I encountered account breach that the company refuses to properly address. Their customer service is inadequate, their policies are unclear, and their resolution process is broken. I am left with no option but to file this formal complaint.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Student loan,"['Fraud and security', 'Consumer protection']",Fraud and security,Account breach,Account accessed by unauthorized party,Account breach,1,1,825,112,['Account breach'],0.619330646954788,2,True,0,0.9707595928620105,0.8057103603491172,False
CFPB-2025-01197,2024-09-07,Company states they followed all applicable laws and regulations,"Consumer summary:
Huntington Bank has violated my rights as a consumer regarding my money transfer or virtual currency. Fraudulent charges occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company states they followed all applicable laws and regulations

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Money transfer or virtual currency,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,"Fraudulent charges, Data compromise","Unauthorized charges not removed from account, Personal data compromised due to company breach",Fraudulent charges Data compromise,1,2,778,105,"['Fraudulent charges', 'Data compromise']",1.675748507139957,0,False,2,0.8953756654958062,0.6139711832637975,True
CFPB-2025-01198,2024-12-06,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
Experian has violated my rights as a consumer regarding my money transfer or virtual currency. Unauthorized account opening occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Money transfer or virtual currency,"['Account management', 'Consumer protection']",Account management,"Unauthorized account opening, Unable to access funds, Account closure denied","Account opened without consumer authorization, Funds frozen or held without explanation, Unable to close account despite multiple requests",Unauthorized account opening Unable to access funds Account closure denied,1,3,845,112,"['Unauthorized account opening', 'Unable to access funds', 'Account closure denied']",0.602493059812188,2,True,2,0.9217716025402911,0.521786991587646,True
CFPB-2025-01199,2025-01-09,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
I am filing this complaint regarding Navy Federal Credit Union's handling of my checking or savings account. The unjustified penalties problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of unjustified penalties. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Checking or savings account,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Unjustified penalties, Excessive interest, Fee dispute unresolved","Penalty charges applied incorrectly or excessively, Interest rate increased without proper notification, Fee dispute raised but not resolved by company",Unjustified penalties Excessive interest Fee dispute unresolved,1,3,866,118,"['Unjustified penalties', 'Excessive interest', 'Fee dispute unresolved']",0.755303689691435,2,True,1,0.8911054407908833,0.10663983716255773,True
